,ID,Style,Category,Image URL,Face/body,emotion
13,577282b3edc2cb3880f89e19,_Modern_Art,Color Field Painting,https://use2-uploads0.wikiart.org/images/louis-cane/toile-d-coup-e-1976.jpg,_none,_surprise_neutral
14,577284a7edc2cb3880fe813a,_Modern_Art,Cubism,https://use2-uploads2.wikiart.org/images/francis-picabia/dances-at-the-spring-1912.jpg,_none,_surprise
15,57727ca4edc2cb3880e54008,_Renaissance_Art,Early Renaissance,https://use2-uploads6.wikiart.org/images/domenico-veneziano/madonna-and-child.jpg,_face,_happiness_love
16,57726ff3edc2cb3880bc56a7,Post Renaissance Art,Neoclassicism,https://use2-uploads6.wikiart.org/images/jacques-louis-david/the-consecration-of-the-emperor-napoleon-and-the-coronation-of-the-empress-josephine-by-pope-1807.jpg,_face,_happiness
17,577288deedc2cb38800bdf0f,_Modern_Art,Art Informel,https://use2-uploads7.wikiart.org/images/karl-otto-gotz/untitled-1958.jpg,_none,_surprise_neutral
18,57726e25edc2cb3880b60a8b,_Modern_Art,Expressionism,https://use2-uploads2.wikiart.org/images/edvard-munch/the-sick-child-1886.jpg,_face,_sadness
19,577288ddedc2cb38800bde1d,_Contemporary_Art,Minimalism,https://use2-uploads4.wikiart.org/images/herbert-zangs/peinture-relief-1955.jpg,_none,_neutral
20,577287d9edc2cb38800895a7,_Modern_Art,Neo-Expressionism,https://use2-uploads2.wikiart.org/images/joan-brown/self-portrait-with-cloud-cigarette-1964.jpg,_face,_neutral
21,57727dd9edc2cb3880e90d51,Post Renaissance Art,Baroque,https://use2-uploads3.wikiart.org/images/adriaen-van-de-venne/princes-maurits-and-frederik-hendrik-of-orange-at-the-valkenburg-horse-fair.jpg,_face,_happiness
22,57726f83edc2cb3880bb117d,Post Renaissance Art,Realism,https://use2-uploads4.wikiart.org/images/honore-daumier/don-quixote-and-sancho-pansa-having-a-rest-under-a-tree.jpg,_face,_happiness
23,577286cdedc2cb3880056d93,_Modern_Art,Abstract Art,https://use2-uploads5.wikiart.org/images/victor-servranckx/red-rotation-1922.jpg,_none,_surprise_neutral
24,57728742edc2cb388006c6c8,_Modern_Art,Art Informel,https://use2-uploads1.wikiart.org/images/antonio-areal/opus-ii-n-40-1961.jpg,_none,_fear_surprise
25,577284fbedc2cb3880ffab14,_Modern_Art,Neo-Expressionism,https://use2-uploads1.wikiart.org/images/corneille/planets-1974.jpg,_none,_surprise
26,577287afedc2cb388007fc5b,_Contemporary_Art,Minimalism,https://use2-uploads4.wikiart.org/images/antonio-calderara/spazio-luce-1961.jpg,_none,_neutral
27,57728459edc2cb3880fdb65d,_Modern_Art,Lyrical Abstraction,https://use2-uploads8.wikiart.org/images/afro/figure.jpg,_none,_surprise_neutral
28,5772819cedc2cb3880f501c7,_Modern_Art,Surrealism,https://use2-uploads6.wikiart.org/images/eileen-agar/the-reaper-1938.jpg,_none,_surprise
29,577286a6edc2cb388004df04,_Contemporary_Art,Minimalism,https://use2-uploads1.wikiart.org/images/lynda-benglis/corner-piece-1969.jpg,_none,_surprise_neutral
30,57727fe2edc2cb3880ef5ab8,_Modern_Art,Color Field Painting,https://use2-uploads7.wikiart.org/images/alma-woodsey-thomas/atmospheric-effects-i-1970.jpg,_none,_neutral
31,57727014edc2cb3880bce964,Post Renaissance Art,Baroque,https://use2-uploads6.wikiart.org/images/francisco-zurbaran/st-apollonia-1636.jpg,_face,_happiness
32,57726f48edc2cb3880ba012f,Post Renaissance Art,Romanticism,https://use2-uploads6.wikiart.org/images/francisco-goya/charles-iv-of-spain-and-his-family-1800.jpg,_face,_happiness_love
33,577271d3edc2cb3880c2e4cf,Post Renaissance Art,Romanticism,https://use2-uploads2.wikiart.org/images/orest-kiprensky/portrait-of-alexander-pushkin-1827.jpg,_face,_happiness
34,577284e7edc2cb3880ff375a,_Modern_Art,Post-Impressionism,https://use2-uploads6.wikiart.org/images/roger-fry/view-on-the-cote-d-azur-menton-1916.jpg,_none,_happiness
35,57726e47edc2cb3880b699f7,Post Renaissance Art,Realism,https://use2-uploads3.wikiart.org/images/charles-francois-daubigny/french-coastal-scene-1868.jpg,_none,_happiness_shyness
36,57728984edc2cb38800de804,Post Renaissance Art,Rococo,https://use2-uploads7.wikiart.org/images/joseph-marie-vien/greek-woman-at-the-bath-1767.jpg,_face,_happiness_love
37,57727023edc2cb3880bcfefa,_Renaissance_Art,Early Renaissance,https://use2-uploads8.wikiart.org/images/pietro-perugino/christ-handing-the-keys-to-st-peter-1482.jpg,_face,_happiness_shyness
38,5772842cedc2cb3880fd1c07,_Modern_Art,Art Informel,https://use2-uploads8.wikiart.org/images/willi-baumeister/monturi-with-red-and-blue-1953.jpg,_none,_surprise
39,57727ffeedc2cb3880efda19,_Modern_Art,Expressionism,https://use2-uploads1.wikiart.org/images/tivadar-kosztka-csontvary/teacher-in-morocco-1908.jpg,_face,_shyness
40,577283d7edc2cb3880fbee6c,_Modern_Art,Abstract Expressionism,https://use2-uploads3.wikiart.org/images/marcel-barbeau/virgin-forest-1948.jpg,_none,_fear_surprise
41,57728204edc2cb3880f63d8a,_Modern_Art,Abstract Art,https://use2-uploads1.wikiart.org/images/syed-haider-raza/clocher-du-village-1958.jpg,_none,_neutral
42,57728228edc2cb3880f6c6a5,_Modern_Art,Post-Impressionism,https://use2-uploads0.wikiart.org/images/janos-tornyai/wheatland-with-woman-of-shawl-1912.jpg,_face,_happiness_shyness
43,57728943edc2cb38800d2c83,_Modern_Art,Magic Realism,https://use2-uploads3.wikiart.org/images/pierre-roy/boris-anrep-in-his-studio-65-boulevard-arago-1949.jpg,_face,_happiness
44,57727f7bedc2cb3880ee1357,_Modern_Art,Cubism,https://use2-uploads8.wikiart.org/images/amadeo-de-souza-cardoso/landscape-1912.jpg,_none,_surprise_neutral
45,57727fb8edc2cb3880eecaef,_Modern_Art,Surrealism,https://use2-uploads1.wikiart.org/images/edward-weston/dunes-oceano-1936.jpg,_none,_happiness_sadness
46,577284e2edc2cb3880ff2f1e,_Modern_Art,Neo-Expressionism,https://use2-uploads2.wikiart.org/images/manuel-neri/figure-with-legs-crossed-1991.jpg,_face,_happiness_shyness
47,5772798fedc2cb3880dbc750,_Renaissance_Art,Northern Renaissance,https://use2-uploads6.wikiart.org/images/martin-schongauer/ecce-homo.jpg,_face,_sadness
48,57728219edc2cb3880f6b0be,Post Renaissance Art,Neoclassicism,https://use2-uploads3.wikiart.org/images/vieira-portuense/s-plica-de-in-s-de-castro.jpg,_face,_happiness_sadness
49,577283d0edc2cb3880fbe34c,_Modern_Art,Abstract Expressionism,https://use2-uploads2.wikiart.org/images/jock-macdonald/from-a-riviera-window-1955.jpg,_none,_surprise_neutral
50,5772812dedc2cb3880f3ad4d,_Modern_Art,Cubism,https://use2-uploads0.wikiart.org/images/louis-marcoussis/la-table-1927.jpg,_none,_surprise_neutral
51,57727cd1edc2cb3880e5de05,_Modern_Art,Impressionism,https://use2-uploads1.wikiart.org/images/max-liebermann/woman-with-goats.jpg,_face,_shyness
52,577280f3edc2cb3880f30270,_Modern_Art,Neo-Expressionism,https://use2-uploads4.wikiart.org/images/nyoman-masriadi/save-the-land-1998.jpg,_none,_fear_surprise
53,57726ea4edc2cb3880b7e54e,Post Renaissance Art,Realism,https://use2-uploads5.wikiart.org/images/jean-francois-millet/harvesters-resting-1853.jpg,_face,_happiness_shyness
54,577287c8edc2cb388008244b,_Modern_Art,Neo-Expressionism,https://use2-uploads2.wikiart.org/images/nathan-oliveira/golden-head-1986.jpg,_face,_fear
55,5772857fedc2cb38800120d4,Post Renaissance Art,Romanticism,https://use2-uploads3.wikiart.org/images/john-hoppner/mary-robinson-as-perdita-1782.jpg,_face,_happiness
56,57727b73edc2cb3880e18b92,Post Renaissance Art,Realism,https://use2-uploads7.wikiart.org/images/fyodor-vasilyev/rye.jpg,_none,_happiness
57,57727d89edc2cb3880e7e8d7,_Renaissance_Art,High Renaissance,https://use2-uploads0.wikiart.org/images/andrea-solario/the-lute-player.jpg,_face,_happiness
58,57727759edc2cb3880d461ff,Post Renaissance Art,Romanticism,https://use2-uploads5.wikiart.org/images/vasily-tropinin/not_detected_241177.jpg,_face,_happiness
59,57727696edc2cb3880d1f359,_Renaissance_Art,Early Renaissance,https://use2-uploads5.wikiart.org/images/filippo-lippi/annunciation.jpg,_face,_happiness_shyness
60,577285e4edc2cb388002632f,_Modern_Art,Pop Art,https://use2-uploads1.wikiart.org/images/allen-jones/table-1969.jpg,_body,_sadness
61,57726ecdedc2cb3880b8857f,_Modern_Art,Post-Impressionism,https://use2-uploads0.wikiart.org/images/paul-gauguin/the-seed-of-the-areoi-1892.jpg,_face,_happiness
62,5772845fedc2cb3880fdc0e9,_Modern_Art,Post-Impressionism,https://use2-uploads1.wikiart.org/images/santiago-rusinol/terraced-garden-in-mallorca-1911.jpg,_none,_happiness_shyness
63,59839e9cedc2c9658c2f54cd,_Modern_Art,Lyrical Abstraction,https://use2-uploads3.wikiart.org/00143/images/li-chevalier/arrachement.jpg,_none,_fear
64,57727043edc2cb3880bd8d6a,Post Renaissance Art,Realism,https://use2-uploads5.wikiart.org/images/camille-corot/souvenir-of-mortefontaine-1864.jpg,_face,_happiness_shyness
65,577281caedc2cb3880f59ad8,Post Renaissance Art,Neoclassicism,https://use2-uploads5.wikiart.org/images/gheorghe-tattarescu/february-11th-1866-the-modern-romania-1866.jpg,_face,_happiness
66,577287c4edc2cb3880081d4b,_Renaissance_Art,Northern Renaissance,https://use2-uploads7.wikiart.org/images/nicholas-hilliard/elizabeth-i-the-pelican-portrait-1575.jpg,_face,_happiness
67,57728736edc2cb388006b3a6,_Modern_Art,Abstract Expressionism,https://use2-uploads5.wikiart.org/images/william-turnbull/head-1953.jpg,_none,_sadness_surprise
68,577278cfedc2cb3880d93a9e,_Renaissance_Art,High Renaissance,https://use2-uploads2.wikiart.org/images/vittore-carpaccio/the-virgin-reading-1510.jpg,_face,_happiness_shyness
69,57727e83edc2cb3880eb0d2b,_Renaissance_Art,High Renaissance,https://use2-uploads5.wikiart.org/images/andrea-mantegna/julius-caesar-on-a-triumphal-car-1506.jpg,_face,_happiness
70,577281a6edc2cb3880f510b1,_Modern_Art,Cubism,https://use2-uploads7.wikiart.org/images/lyonel-feininger/jesuiten-iii-jesuits-iii-1915.jpg,_face,_anger_happiness
71,577272d6edc2cb3880c69b39,_Modern_Art,Post-Impressionism,https://use2-uploads5.wikiart.org/images/paul-cezanne/mont-sainte-victoire-3.jpg,_none,_happiness
72,57728a18edc2cb38800fd615,Post Renaissance Art,Romanticism,https://use2-uploads3.wikiart.org/images/charles-turner/cyril-jackson-1811.jpg,_face,_anger_happiness
73,57728261edc2cb3880f7748f,Post Renaissance Art,Rococo,https://use2-uploads2.wikiart.org/images/canaletto/perspective-with-a-portico-1765.jpg,_body,_neutral
74,57728108edc2cb3880f3227e,Post Renaissance Art,Rococo,https://use2-uploads3.wikiart.org/images/dmitry-levitzky/portrait-of-countess-n-f-vorontsova.jpg,_face,_happiness
75,57728225edc2cb3880f6c23d,_Modern_Art,Art Informel,https://use2-uploads8.wikiart.org/images/julius-bissier/29-6-61-t-1961.jpg,_none,_surprise_neutral
76,57727b79edc2cb3880e18fc4,Post Renaissance Art,Romanticism,https://use2-uploads7.wikiart.org/images/george-stubbs/mares-and-foals-in-a-river-landscape-1768.jpg,_face,_happiness
77,57728736edc2cb388006b406,_Modern_Art,Abstract Expressionism,https://use2-uploads6.wikiart.org/images/william-turnbull/horse-1954.jpg,_none,_surprise
78,57728172edc2cb3880f46baf,_Modern_Art,Art Informel,https://use2-uploads7.wikiart.org/images/jean-rene-bazaine/chicago-detail-1953.jpg,_none,_surprise_neutral
79,577270e8edc2cb3880bfa325,_Modern_Art,Neo-Expressionism,https://use2-uploads4.wikiart.org/images/jean-michel-basquiat/bird-on-money.jpg,_face,_neutral
80,577279ceedc2cb3880dc81af,_Modern_Art,Expressionism,https://use2-uploads3.wikiart.org/images/franz-marc/blue-fox-1911.jpg,_face,_happiness_shyness
81,57727802edc2cb3880d64fcf,_Modern_Art,Surrealism,https://use2-uploads0.wikiart.org/images/balthus/children-1937.jpg,_face,_sadness
82,57727029edc2cb3880bd081a,_Renaissance_Art,High Renaissance,https://use2-uploads1.wikiart.org/images/pietro-perugino/the-vision-of-st-bernard.jpg,_face,_happiness_shyness
83,577283cbedc2cb3880fbda39,_Modern_Art,Abstract Expressionism,https://use2-uploads6.wikiart.org/images/aaron-siskind/feet-102-1957.jpg,_body,_neutral
84,5772839fedc2cb3880fb4537,_Modern_Art,Impressionism,https://use2-uploads6.wikiart.org/images/henry-herbert-la-thangue/farm-near-horsey-norfolk-1885.jpg,_none,_happiness
85,57727f93edc2cb3880ee394c,_Modern_Art,Post-Impressionism,https://use2-uploads5.wikiart.org/images/stefan-luchian/interior-lorica-1913.jpg,_face,_happiness
86,57727ec7edc2cb3880ec220c,Post Renaissance Art,Neoclassicism,https://use2-uploads1.wikiart.org/images/yannoulis-chalepas/mercury-venus-and-pegasus-1933.jpg,_face,_happiness
87,57727564edc2cb3880ce16c4,Post Renaissance Art,Realism,https://use2-uploads0.wikiart.org/images/vasily-perov/last-journey-1865.jpg,_face,_sadness
88,57726e43edc2cb3880b694c1,_Renaissance_Art,Northern Renaissance,https://use2-uploads2.wikiart.org/images/pieter-bruegel-the-elder/parable-of-the-blind-1568.jpg,_face,_fear
89,577282e6edc2cb3880f940ee,_Modern_Art,Surrealism,https://use2-uploads1.wikiart.org/images/brassai/couple-kissing-under-the-pont-au-double-paris-1935.jpg,_face,_happiness_love
90,57727f92edc2cb3880ee392c,_Modern_Art,Post-Impressionism,https://use2-uploads2.wikiart.org/images/stefan-luchian/hair-washing-1912.jpg,_face,_happiness_love_shyness
91,57728415edc2cb3880fca475,Post Renaissance Art,Baroque,https://use2-uploads4.wikiart.org/images/artemisia-gentileschi/portrait-of-a-condottiero-1622.jpg,_face,_happiness
92,577286aaedc2cb388004e49a,Post Renaissance Art,Romanticism,https://use2-uploads2.wikiart.org/images/horace-vernet/the-emperor-napoleon-i-1815.jpg,_face,_anger_happiness
93,577287ceedc2cb3880082ecd,_Modern_Art,Neo-Expressionism,https://use2-uploads5.wikiart.org/images/henry-villierme/a-quiet-moment-1995.jpg,_face,_happiness
94,57727ca6edc2cb3880e542d2,Post Renaissance Art,Baroque,https://use2-uploads6.wikiart.org/images/esaias-van-de-velde/ice-on-the-moat-entertainment-1618.jpg,_face,_happiness_shyness
95,577280e0edc2cb3880f28f46,_Modern_Art,Pop Art,https://use2-uploads6.wikiart.org/images/patrick-caulfield/still-life-with-dagger-1963.jpg,_none,_neutral
96,577281f5edc2cb3880f62505,_Modern_Art,Cubism,https://use2-uploads6.wikiart.org/images/f-lix-del-marle/study-for-a-portrait-of-jean-dupr-1913.jpg,_face,_surprise
97,5772832fedc2cb3880fa0ccf,_Modern_Art,Expressionism,https://use2-uploads2.wikiart.org/images/helene-schjerfbeck/self-portrait-with-black-background-1915.jpg,_face,_neutral
98,57728067edc2cb3880f1288d,_Modern_Art,Cubism,https://use2-uploads5.wikiart.org/images/andr-lhote/le-port-de-bordeaux-1915.jpg,_none,_neutral
99,577277bbedc2cb3880d58903,_Modern_Art,Surrealism,https://use2-uploads4.wikiart.org/images/jean-arp/human-concretion.jpg,_none,_surprise
100,577277fcedc2cb3880d646d5,_Modern_Art,Impressionism,https://use2-uploads3.wikiart.org/images/willard-metcalf/old-woman-with-child-and-goose-1885.jpg,_face,_happiness_shyness
101,57728045edc2cb3880f09f7f,_Modern_Art,Abstract Expressionism,https://use2-uploads1.wikiart.org/images/henri-matisse/the-beasts-of-the-sea-1950.jpg,_none,_happiness_surprise_neutral
102,57727bd5edc2cb3880e2c5b4,_Modern_Art,Color Field Painting,https://use2-uploads7.wikiart.org/images/barnett-newman/not-detected-265181(1).jpg,_none,_surprise
103,577281c2edc2cb3880f58f90,Post Renaissance Art,Neoclassicism,https://use2-uploads4.wikiart.org/images/abraham-van-strij/winter-landscape.jpg,_face,_happiness_shyness
104,57728415edc2cb3880fca3b5,Post Renaissance Art,Baroque,https://use2-uploads0.wikiart.org/images/artemisia-gentileschi/an-allegory-of-peace-and-the-arts-under-the-english-crown-1638.jpg,_face,_happiness_love
105,57728143edc2cb3880f3d1b1,Post Renaissance Art,Neoclassicism,https://use2-uploads1.wikiart.org/images/john-william-godward/under-the-blossom-that-hangs-on-the-bough-1917.jpg,_face,_sadness
106,577288f1edc2cb38800bff1f,_Contemporary_Art,Minimalism,https://use2-uploads0.wikiart.org/images/nasreen-mohamedi/untitled-1969.jpg,_none,_sadness
107,593467a4edc2c9b408c15286,_Modern_Art,Expressionism,https://use2-uploads1.wikiart.org/00135/images/stanislaw-wyspianski/wyspia-ski-portret-pagaczewskiego-1904.jpg,_face,_sadness
108,57728703edc2cb3880061039,_Modern_Art,Lyrical Abstraction,https://use2-uploads1.wikiart.org/images/kazuo-shiraga/sacred-flame-1975.jpg,_none,_surprise
109,57728325edc2cb3880f9fd85,_Renaissance_Art,Northern Renaissance,https://use2-uploads8.wikiart.org/images/cristovao-de-figueiredo/tr-nsito-da-virgem-1525.jpg,_face,_sadness
110,5772837dedc2cb3880fabbc2,_Modern_Art,Impressionism,https://use2-uploads6.wikiart.org/images/marianne-north/red-sea-1880.jpg,_none,_happiness
111,57728478edc2cb3880fde8d1,_Modern_Art,Abstract Expressionism,https://use2-uploads2.wikiart.org/images/victor-hugo/abstract-composition.jpg,_none,_surprise
112,5772848dedc2cb3880fe5c7f,Post Renaissance Art,Baroque,https://use2-uploads8.wikiart.org/images/paul-bril/view-of-a-port-1607.jpg,_face,_happiness
113,57727ee7edc2cb3880ec4f8e,Post Renaissance Art,Neoclassicism,https://use2-uploads4.wikiart.org/images/giacomo-quarenghi/view-of-the-new-jerusalem-monastery-near-moscow-1797.jpg,_face,_happiness_shyness
114,57728194edc2cb3880f4f5bd,_Modern_Art,Art Informel,https://use2-uploads0.wikiart.org/images/alberto-burri/combustione-1957.jpg,_none,_fear_surprise
115,57727ce5edc2cb3880e5fb4f,_Modern_Art,Impressionism,https://use2-uploads4.wikiart.org/images/p-ricl-s-pantazis/mauvaise-recette.jpg,_face,_sadness
116,577287f5edc2cb388008c4d9,_Modern_Art,Lyrical Abstraction,https://use2-uploads6.wikiart.org/images/marcelle-loubchansky/sans-titre-1960.jpg,_none,_fear_sadness_surprise_neutral
117,57728794edc2cb3880077e35,_Contemporary_Art,Minimalism,https://use2-uploads2.wikiart.org/images/gianni-piacentino/dull-amaranth-disk-1966.jpg,_none,_neutral
118,57727dd8edc2cb3880e90c81,Post Renaissance Art,Baroque,https://use2-uploads8.wikiart.org/images/adriaen-van-de-venne/fishing-for-souls.jpg,_face,_neutral
119,57727ab7edc2cb3880df97fa,_Modern_Art,Cubism,https://use2-uploads7.wikiart.org/images/max-beckmann/the-iron-footbridge-1922.jpg,_face,_happiness_surprise
120,58d32aededc2c998786cbeb5,_Modern_Art,Magic Realism,https://use2-uploads3.wikiart.org/00124/images/nina-tokhtaman-valetova/infinity-72x65-5-cmxcm-2007-3.jpg,_face,_surprise_neutral
121,57728400edc2cb3880fc8331,_Modern_Art,Art Informel,https://use2-uploads8.wikiart.org/images/zao-wou-ki/vol-d-oiseaux-1954.jpg,_none,_surprise
122,5772797dedc2cb3880db565a,Post Renaissance Art,Realism,https://use2-uploads8.wikiart.org/images/nikolai-ge/peter-the-great-interrogating-the-tsarevich-alexei-petrovich-at-peterhof.jpg,_face,_sadness
123,57728619edc2cb38800309bd,Post Renaissance Art,Romanticism,https://use2-uploads0.wikiart.org/images/thomas-girtin/pont-y-pair-1799.jpg,_none,_happiness
124,59ae559cedc2c9cdd86c5224,_Renaissance_Art,Northern Renaissance,https://use2-uploads3.wikiart.org/00148/images/quentin-matsys/quinten-massys-an-old-woman-the-ugly-duchess-google-art-project.jpg,_face,_fear
125,57728742edc2cb388006c728,_Modern_Art,Art Informel,https://use2-uploads6.wikiart.org/images/antonio-areal/untitled-1962.jpg,_none,_surprise
126,577270e8edc2cb3880bfa375,_Modern_Art,Neo-Expressionism,https://use2-uploads0.wikiart.org/images/jean-michel-basquiat/boy-and-dog-in-a-johnnypump.jpg,_face,_neutral
127,577275ccedc2cb3880cf618e,_Modern_Art,Abstract Art,https://use2-uploads3.wikiart.org/images/georgia-o-keeffe/blue-02.jpg,_none,_surprise_neutral
128,57727f7cedc2cb3880ee145f,_Contemporary_Art,Minimalism,https://use2-uploads4.wikiart.org/images/frank-stella/the-marriage-of-reason-and-squalor-1959.jpg,_none,_surprise
129,57728649edc2cb388003a837,Post Renaissance Art,Romanticism,https://use2-uploads0.wikiart.org/images/anne-louis-girodet/the-sleep-of-endymion-1791(1).jpg,_face,_happiness
130,57727f4bedc2cb3880ed8b25,_Contemporary_Art,Minimalism,https://use2-uploads6.wikiart.org/images/agnes-martin/night-sea-1963.jpg,_none,_surprise_neutral
131,57726ff1edc2cb3880bc543b,Post Renaissance Art,Neoclassicism,https://use2-uploads3.wikiart.org/images/jacques-louis-david/napoleoncrossing-the-alps-at-the-st-bernard-pass-20th-may-1800-1801.jpg,_face,_happiness
132,57727fa8edc2cb3880eeb2f0,_Contemporary_Art,Minimalism,https://use2-uploads8.wikiart.org/images/jo-baer/primary-light-group-red-green-blue-1965.jpg,_none,_neutral
133,577282c9edc2cb3880f8c0e4,_Modern_Art,Impressionism,https://use2-uploads3.wikiart.org/images/nicolae-grigorescu/columbine-in-green-1874.jpg,_face,_anger
134,58aae502edc2c923e4650705,Post Renaissance Art,Baroque,https://use2-uploads0.wikiart.org/00120/images/agostino-tassi/naufragio-della-flotta-di-enea-1627.jpg,_body,_fear_sadness
135,577289a7edc2cb38800e760c,Post Renaissance Art,Rococo,https://use2-uploads5.wikiart.org/images/charles-willson-peale/benjamin-and-eleanor-ridgley-laming-1788.jpg,_face,_happiness_love
136,577287acedc2cb388007f855,_Modern_Art,Pop Art,https://use2-uploads4.wikiart.org/images/samuel-buri/untitled-1969.jpg,_face,_happiness
137,577281c7edc2cb3880f597ca,Post Renaissance Art,Realism,https://use2-uploads8.wikiart.org/images/vasily-sadovnikov/view-of-palace-square-and-winter-palace-in-st-petersburg.jpg,_body,_happiness
138,57728437edc2cb3880fd2cbf,_Modern_Art,Art Informel,https://use2-uploads5.wikiart.org/images/helmut-sturm/untitled-1964.jpg,_face,_neutral
139,577280cbedc2cb3880f26e45,_Modern_Art,Magic Realism,https://use2-uploads0.wikiart.org/images/stefan-caltia/wing-seller-2006.jpg,_face,_neutral
140,577283a1edc2cb3880fb4727,_Modern_Art,Impressionism,https://use2-uploads4.wikiart.org/images/henry-herbert-la-thangue/the-boat-builder-s-yard-cancale-brittany-1881.jpg,_face,_happiness_shyness
141,577284a1edc2cb3880fe7865,_Modern_Art,Lyrical Abstraction,https://use2-uploads1.wikiart.org/images/ray-parker/spring-1984.jpg,_none,_surprise
142,5772779bedc2cb3880d4fdef,_Renaissance_Art,Early Renaissance,https://use2-uploads0.wikiart.org/images/andrea-del-verrocchio/madonna-and-child.jpg,_face,_happiness_love
143,577286e4edc2cb3880058c40,_Modern_Art,Cubism,https://use2-uploads7.wikiart.org/images/wyndham-lewis/the-crowd-1915.jpg,_none,_surprise_neutral
144,577278deedc2cb3880d94eb0,Post Renaissance Art,Baroque,https://use2-uploads6.wikiart.org/images/jacob-jordaens/portrait-of-a-young-married-couple-1620.jpg,_face,_happiness_love
145,5772831aedc2cb3880f9eb2d,_Modern_Art,Pop Art,https://use2-uploads4.wikiart.org/images/arman/madison-avenue-1962.jpg,_none,_neutral
146,57727e48edc2cb3880ea5e34,Post Renaissance Art,Neoclassicism,https://use2-uploads7.wikiart.org/images/mikhail-shibanov/portrait-of-a-g-spiridov-1772.jpg,_face,_neutral
147,5772842cedc2cb3880fd1bf7,_Modern_Art,Art Informel,https://use2-uploads1.wikiart.org/images/willi-baumeister/montaru-9-1953.jpg,_none,_fear
148,57727550edc2cb3880ce0570,_Modern_Art,Pop Art,https://use2-uploads6.wikiart.org/images/andy-warhol/campbell-s-soup-can-beef.jpg,_none,_shyness
149,5772883dedc2cb388009e2ed,_Modern_Art,Surrealism,https://use2-uploads4.wikiart.org/images/dora-maar/candelabra-1935.jpg,_face,_happiness_neutral
150,577284d3edc2cb3880ff1834,_Modern_Art,Art Informel,https://use2-uploads7.wikiart.org/images/lennart-rodhe/i-vattnet-1962.jpg,_none,_surprise_neutral
151,57728562edc2cb388000f4ca,Post Renaissance Art,Neoclassicism,https://use2-uploads5.wikiart.org/images/antonio-canova/paolina-borghese-as-venus-victrix-1808.jpg,_face,_happiness_love
152,57727e24edc2cb3880e9d0f3,Post Renaissance Art,Neoclassicism,https://use2-uploads7.wikiart.org/images/fyodor-alekseyev/north-side-of-red-square-1802.jpg,_face,_happiness
153,57727e13edc2cb3880e9b45b,_Modern_Art,Magic Realism,https://use2-uploads4.wikiart.org/images/eyvind-earle/my-soul-2000.jpg,_none,_happiness
154,577280f7edc2cb3880f306e9,_Modern_Art,Expressionism,https://use2-uploads0.wikiart.org/images/laszlo-mednyanszky/head-of-a-tramp-1896.jpg,_face,_fear
155,577285c0edc2cb3880022f5b,_Modern_Art,Pop Art,https://use2-uploads4.wikiart.org/images/aldo-mondino/caduta-di-stella-1968.jpg,_none,_neutral
