ID	Style	Category	Artist	Title	Year	Image URL	Painting Info URL	Artist Info URL	Is painting	Face/body	Ave. art rating	Art (image+title): agreeableness	Art (image+title): anger	Art (image+title): anticipation	Art (image+title): arrogance	Art (image+title): disagreeableness	Art (image+title): disgust	Art (image+title): fear	Art (image+title): gratitude	Art (image+title): happiness	Art (image+title): humility	Art (image+title): love	Art (image+title): optimism	Art (image+title): pessimism	Art (image+title): regret	Art (image+title): sadness	Art (image+title): shame	Art (image+title): shyness	Art (image+title): surprise	Art (image+title): trust	Art (image+title): neutral	ImageOnly: agreeableness	ImageOnly: anger	ImageOnly: anticipation	ImageOnly: arrogance	ImageOnly: disagreeableness	ImageOnly: disgust	ImageOnly: fear	ImageOnly: gratitude	ImageOnly: happiness	ImageOnly: humility	ImageOnly: love	ImageOnly: optimism	ImageOnly: pessimism	ImageOnly: regret	ImageOnly: sadness	ImageOnly: shame	ImageOnly: shyness	ImageOnly: surprise	ImageOnly: trust	ImageOnly: neutral	TitleOnly: agreeableness	TitleOnly: anger	TitleOnly: anticipation	TitleOnly: arrogance	TitleOnly: disagreeableness	TitleOnly: disgust	TitleOnly: fear	TitleOnly: gratitude	TitleOnly: happiness	TitleOnly: humility	TitleOnly: love	TitleOnly: optimism	TitleOnly: pessimism	TitleOnly: regret	TitleOnly: sadness	TitleOnly: shame	TitleOnly: shyness	TitleOnly: surprise	TitleOnly: trust	TitleOnly: neutral
577285b4edc2cb388001c741	Modern Art	Pop Art	Patrick Procktor	Back Bay in Bombay from the &#39;India, Mother&#39; suite of 7 aquatints	1970	https://use2-uploads8.wikiart.org/images/patrick-procktor/back-bay-in-bombay-from-the-india-mother-suite-of-7-aquatints-1970.jpg	https://www.wikiart.org/en/patrick-procktor/back-bay-in-bombay-from-the-india-mother-suite-of-7-aquatints-1970	https://www.wikiart.org/en/patrick-procktor	yes	none	2.18	0	0	0.091	0	0	0.091	0	0	0.636	0.273	0.182	0.182	0	0	0	0	0	0.091	0.182	0	0	0	0.091	0	0	0.091	0	0	0.636	0.182	0.091	0.273	0	0	0	0	0	0.091	0.182	0	0	0	0.273	0	0	0	0	0.091	0.182	0.273	0.091	0.091	0	0	0	0	0	0.273	0.182	0
5772898cedc2cb38800df3fd	Post Renaissance Art	Rococo	George Romney	Admiral John Forbes (1714â1796)	1778	https://use2-uploads0.wikiart.org/images/george-romney/admiral-john-forbes-1714-1796-1778.jpg	https://www.wikiart.org/en/george-romney/admiral-john-forbes-1714-1796-1778	https://www.wikiart.org/en/george-romney	yes	face	1.80	0.100	0	0.200	0	0	0.100	0	0.100	0.200	0.100	0	0	0	0	0.400	0	0	0.100	0.900	0	0.100	0	0.200	0	0	0	0	0.100	0.100	0.100	0	0	0	0.200	0.300	0	0	0.100	0.600	0	0.100	0	0.300	0	0	0	0	0	0.100	0	0	0.100	0.100	0	0	0	0	0.100	0.700	0
5772849eedc2cb3880fe72ab	Modern Art	Color Field Painting	Ron Gorchov	Untitled	1968	https://use2-uploads4.wikiart.org/images/ron-gorchov/untitled-1968.jpg	https://www.wikiart.org/en/ron-gorchov/untitled-1968	https://www.wikiart.org/en/ron-gorchov	yes	none	0.00	0	0	0.182	0	0	0.182	0	0	0.091	0.364	0	0	0	0	0	0	0	0.273	0	0	0	0	0.273	0	0	0.182	0	0	0.091	0.273	0	0	0	0	0	0	0	0.273	0.091	0	0	0	0.364	0	0	0.091	0	0	0.091	0.182	0.091	0	0	0	0	0	0.182	0.091	0	0.182
577282b3edc2cb3880f89e19	Modern Art	Color Field Painting	Louis Cane	Toile d&#233;coup&#233;e	1976	https://use2-uploads0.wikiart.org/images/louis-cane/toile-d-coup-e-1976.jpg	https://www.wikiart.org/en/louis-cane/toile-d-coup-e-1976	https://www.wikiart.org/en/louis-cane	yes	none	0.30	0	0	0.400	0.100	0	0	0	0	0	0	0.100	0.200	0	0	0.100	0	0	0.400	0.100	0	0	0	0.300	0	0	0.100	0	0	0	0	0.100	0.200	0.100	0	0.100	0	0	0.300	0.100	0	0	0	0.714	0	0	0	0	0	0	0	0	0.286	0	0	0	0	0	0.286	0.143	0
577284a7edc2cb3880fe813a	Modern Art	Cubism	Francis Picabia	Dances at the Spring	1912	https://use2-uploads2.wikiart.org/images/francis-picabia/dances-at-the-spring-1912.jpg	https://www.wikiart.org/en/francis-picabia/dances-at-the-spring-1912	https://www.wikiart.org/en/francis-picabia	yes	none	0.58	0	0	0.167	0	0	0	0	0	0.333	0.083	0.333	0	0	0	0	0	0.083	0.583	0.083	0	0	0	0.250	0.083	0	0	0	0.083	0.250	0.083	0.167	0	0	0	0	0	0	0.667	0.083	0	0	0	0.083	0	0	0	0	0	0.833	0.333	0.167	0.083	0	0	0	0	0	0.083	0.250	0
57727ca4edc2cb3880e54008	Renaissance Art	Early Renaissance	Domenico Veneziano	Madonna and Child	1435	https://use2-uploads6.wikiart.org/images/domenico-veneziano/madonna-and-child.jpg	https://www.wikiart.org/en/domenico-veneziano/madonna-and-child	https://www.wikiart.org/en/domenico-veneziano	yes	face	0.58	0	0	0	0.083	0.083	0.083	0.083	0	0.167	0.167	0.583	0	0	0	0.083	0	0	0.083	0.500	0	0	0.083	0	0.083	0.083	0.083	0	0.167	0.333	0.167	0.417	0.167	0	0.083	0.083	0.083	0	0.083	0.583	0	0.083	0	0	0	0	0.083	0	0.083	0.417	0.083	0.583	0	0	0.083	0	0	0	0.083	0.417	0
57726ff3edc2cb3880bc56a7	Post Renaissance Art	Neoclassicism	Jacques-Louis David	The Consecration of the Emperor Napoleon and the Coronation of the Empress Josephine by Pope Pius VII, 2nd December 1804	1807	https://use2-uploads6.wikiart.org/images/jacques-louis-david/the-consecration-of-the-emperor-napoleon-and-the-coronation-of-the-empress-josephine-by-pope-1807.jpg	https://www.wikiart.org/en/jacques-louis-david/the-consecration-of-the-emperor-napoleon-and-the-coronation-of-the-empress-josephine-by-pope-1807	https://www.wikiart.org/en/jacques-louis-david	yes	face	1.20	0	0	0.200	0.200	0	0	0	0.100	0.300	0	0	0.100	0	0	0	0	0	0.100	0.800	0	0	0	0.200	0.200	0.100	0	0	0.200	0.200	0.100	0	0	0	0	0	0	0	0.200	0.700	0	0	0	0.200	0.200	0	0	0	0.100	0.200	0	0	0.100	0	0	0	0	0	0.100	0.800	0
577288deedc2cb38800bdf0f	Modern Art	Art Informel	Karl Otto Gotz	Untitled	1958	https://use2-uploads7.wikiart.org/images/karl-otto-gotz/untitled-1958.jpg	https://www.wikiart.org/en/karl-otto-gotz/untitled-1958	https://www.wikiart.org/en/karl-otto-gotz	yes	none	0.80	0	0	0.500	0	0.100	0	0	0	0	0	0	0	0.200	0.100	0.200	0	0	0.700	0	0.100	0	0	0.400	0	0.100	0	0.100	0	0	0	0.100	0	0.100	0.100	0.200	0.100	0	0.500	0.100	0.100	0	0	0.200	0	0	0.100	0	0	0	0	0	0	0	0	0	0	0.100	0	0	0.600
57726e25edc2cb3880b60a8b	Modern Art	Expressionism	Edvard Munch	The Sick Child (later)	1907	https://use2-uploads2.wikiart.org/images/edvard-munch/the-sick-child-1886.jpg	https://www.wikiart.org/en/edvard-munch/the-sick-child-1886	https://www.wikiart.org/en/edvard-munch	yes	face	0.91	0.091	0	0.091	0	0	0.091	0.273	0	0	0	0	0	0.182	0.455	0.727	0	0	0.091	0.182	0	0.091	0	0.091	0	0	0	0.091	0	0	0	0.091	0	0.182	0.273	0.636	0	0	0.091	0.273	0	0	0	0.091	0	0	0.091	0.091	0	0.091	0	0	0	0.182	0.182	0.727	0	0	0.091	0.182	0
577288ddedc2cb38800bde1d	Contemporary Art	Minimalism	Herbert Zangs	Peinture-Relief	1955	https://use2-uploads4.wikiart.org/images/herbert-zangs/peinture-relief-1955.jpg	https://www.wikiart.org/en/herbert-zangs/peinture-relief-1955	https://www.wikiart.org/en/herbert-zangs	yes	none	-0.80	0	0	0.300	0	0	0.100	0	0	0	0.200	0	0.100	0	0	0.100	0	0	0.300	0	0.100	0	0	0.200	0	0.100	0.100	0	0	0	0.100	0	0	0.100	0	0.100	0	0	0.300	0	0.100	0	0	0.444	0	0	0	0	0	0.111	0.111	0.111	0	0	0	0.111	0	0	0.111	0.111	0.222
577287d9edc2cb38800895a7	Modern Art	Neo-Expressionism	Joan Brown	Self Portrait with Cloud &amp; Cigarette	1964	https://use2-uploads2.wikiart.org/images/joan-brown/self-portrait-with-cloud-cigarette-1964.jpg	https://www.wikiart.org/en/joan-brown/self-portrait-with-cloud-cigarette-1964	https://www.wikiart.org/en/joan-brown	yes	face	0.09	0	0.091	0.364	0.091	0	0.091	0.364	0.091	0	0	0	0	0.273	0	0.273	0.091	0	0.182	0.182	0	0	0.091	0.273	0	0	0.091	0.364	0.091	0	0.091	0	0	0.182	0	0.182	0	0.091	0.273	0.182	0	0.091	0	0.364	0.182	0	0	0	0	0.182	0.182	0.182	0.091	0	0	0.091	0	0	0.091	0.273	0
57727dd9edc2cb3880e90d51	Post Renaissance Art	Baroque	Adriaen van de Venne	Princes Maurits and Frederik Hendrik of Orange at the Valkenburg horse fair	1618	https://use2-uploads3.wikiart.org/images/adriaen-van-de-venne/princes-maurits-and-frederik-hendrik-of-orange-at-the-valkenburg-horse-fair.jpg	https://www.wikiart.org/en/adriaen-van-de-venne/princes-maurits-and-frederik-hendrik-of-orange-at-the-valkenburg-horse-fair	https://www.wikiart.org/en/adriaen-van-de-venne	yes	face	1.40	0.071	0.027	0.161	0.089	0.036	0.027	0.036	0.045	0.518	0.161	0.045	0.232	0.009	0.027	0.027	0.018	0.009	0.098	0.348	0	0.063	0.036	0.170	0.036	0.054	0.027	0.080	0.018	0.384	0.205	0.018	0.196	0.018	0.009	0.018	0.027	0.009	0.080	0.232	0.009	0.081	0.027	0.162	0.126	0	0.027	0	0.018	0.414	0.072	0.099	0.180	0.009	0	0	0	0.009	0.045	0.441	0.009
57726f83edc2cb3880bb117d	Post Renaissance Art	Realism	Honore Daumier	Don Quixote and Sancho Pansa Having a Rest under a Tree	1855	https://use2-uploads4.wikiart.org/images/honore-daumier/don-quixote-and-sancho-pansa-having-a-rest-under-a-tree.jpg	https://www.wikiart.org/en/honore-daumier/don-quixote-and-sancho-pansa-having-a-rest-under-a-tree-1855	https://www.wikiart.org/en/honore-daumier	yes	face	0.92	0	0	0.154	0	0.077	0	0.154	0.077	0.538	0.385	0	0.154	0.154	0	0.231	0	0	0.077	0.231	0	0.077	0	0	0	0.077	0.077	0.385	0	0.385	0.385	0	0	0.154	0.231	0.308	0.154	0	0.077	0	0	0.077	0	0.154	0.077	0.077	0.077	0	0.077	0.462	0.462	0.077	0.077	0.077	0	0.154	0	0	0.077	0.231	0
577286cdedc2cb3880056d93	Modern Art	Abstract Art	Victor Servranckx	Red Rotation	1922	https://use2-uploads5.wikiart.org/images/victor-servranckx/red-rotation-1922.jpg	https://www.wikiart.org/en/victor-servranckx/red-rotation-1922	https://www.wikiart.org/en/victor-servranckx	yes	none	0.75	0.083	0	0.583	0.083	0	0	0.083	0	0	0.083	0	0.167	0	0.083	0	0	0.083	0.417	0.083	0	0.083	0	0.500	0.083	0.083	0.083	0	0.083	0	0	0	0.250	0	0	0	0	0.083	0.333	0.083	0	0.083	0	0.500	0	0	0	0	0	0	0	0	0.250	0	0	0	0	0.083	0.250	0.167	0
57728742edc2cb388006c6c8	Modern Art	Art Informel	Antonio Areal	Opus II n&#186; 40	1961	https://use2-uploads1.wikiart.org/images/antonio-areal/opus-ii-n-40-1961.jpg	https://www.wikiart.org/en/antonio-areal/opus-ii-n-40-1961	https://www.wikiart.org/en/antonio-areal	yes	none	-0.64	0	0.091	0	0.091	0	0.273	0.545	0	0	0	0	0	0.091	0	0.091	0	0	0.455	0	0	0	0	0	0	0	0.091	0.545	0	0	0	0	0	0.091	0	0.091	0	0	0.273	0	0	0	0	0.100	0.100	0	0.300	0	0	0	0.100	0	0.100	0	0	0	0	0	0.200	0	0.200
577284fbedc2cb3880ffab14	Modern Art	Neo-Expressionism	Corneille	Planets	1974	https://use2-uploads1.wikiart.org/images/corneille/planets-1974.jpg	https://www.wikiart.org/en/corneille/planets-1974	https://www.wikiart.org/en/corneille	yes	none	-0.55	0	0	0.364	0.091	0	0.273	0.091	0	0.091	0	0.091	0	0	0	0.091	0.091	0	0.636	0.182	0	0	0	0.273	0.091	0.091	0.273	0.091	0	0	0	0.091	0	0	0	0.091	0.182	0.091	0.455	0.091	0	0	0	0.455	0	0.091	0	0.091	0	0.091	0	0.091	0.182	0	0	0	0	0	0.182	0.182	0
577287afedc2cb388007fc5b	Contemporary Art	Minimalism	Antonio Calderara	Spazio Luce	1961	https://use2-uploads4.wikiart.org/images/antonio-calderara/spazio-luce-1961.jpg	https://www.wikiart.org/en/antonio-calderara/spazio-luce-1961	https://www.wikiart.org/en/antonio-calderara	yes	none	0.00	0	0	0.400	0	0	0.200	0	0	0.300	0.200	0	0.100	0	0	0.100	0	0	0.100	0	0	0	0	0.300	0	0	0.200	0	0	0.100	0.200	0	0.100	0	0	0.100	0	0	0.100	0	0	0	0	0.444	0	0	0.222	0	0	0.111	0.111	0	0.111	0	0	0	0	0	0.111	0.111	0.111
57728459edc2cb3880fdb65d	Modern Art	Lyrical Abstraction	Afro	Figure	XX cent.	https://use2-uploads8.wikiart.org/images/afro/figure.jpg	https://www.wikiart.org/en/afro/figure	https://www.wikiart.org/en/afro	yes	none	0.00	0	0	0.300	0	0.200	0.300	0.200	0.100	0	0.100	0	0	0.100	0.100	0.300	0	0	0.800	0.100	0	0	0.100	0.400	0	0	0.300	0.300	0	0.100	0.100	0.100	0	0.200	0.100	0.200	0	0	0.500	0.100	0	0	0	0.600	0	0	0.100	0	0.100	0	0.200	0	0	0	0.100	0.100	0	0	0.300	0.100	0.100
5772819cedc2cb3880f501c7	Modern Art	Surrealism	Eileen Agar	The Reaper	1938	https://use2-uploads6.wikiart.org/images/eileen-agar/the-reaper-1938.jpg	https://www.wikiart.org/en/eileen-agar/the-reaper-1938	https://www.wikiart.org/en/eileen-agar	yes	none	-0.22	0	0.055	0.218	0.018	0.073	0.145	0.236	0	0.055	0.073	0.036	0.073	0	0.055	0.073	0.018	0	0.327	0.073	0.055	0	0.018	0.327	0.036	0.073	0.182	0.055	0.018	0.055	0.073	0.036	0.055	0.036	0	0.036	0.018	0.018	0.436	0.036	0.073	0	0.055	0.218	0.036	0.055	0.109	0.400	0.036	0.073	0.109	0.036	0.055	0.055	0	0.091	0.036	0	0.127	0.055	0.036
577286a6edc2cb388004df04	Contemporary Art	Minimalism	Lynda Benglis	Corner Piece	1969	https://use2-uploads1.wikiart.org/images/lynda-benglis/corner-piece-1969.jpg	https://www.wikiart.org/en/lynda-benglis/corner-piece-1969	https://www.wikiart.org/en/lynda-benglis	no	none	-0.10	0	0	0.500	0.100	0	0.200	0	0	0	0	0.100	0	0	0	0	0	0	0.500	0	0	0	0	0.300	0	0	0.100	0.200	0	0.100	0	0.200	0	0	0	0.100	0	0	0.400	0	0	0.100	0	0.500	0	0	0.100	0	0	0.200	0	0	0	0	0	0	0	0	0.400	0	0
57727fe2edc2cb3880ef5ab8	Modern Art	Color Field Painting	Alma Woodsey Thomas	Atmospheric Effects I	1970	https://use2-uploads7.wikiart.org/images/alma-woodsey-thomas/atmospheric-effects-i-1970.jpg	https://www.wikiart.org/en/alma-woodsey-thomas/atmospheric-effects-i-1970	https://www.wikiart.org/en/alma-woodsey-thomas	yes	none	0.77	0.016	0	0.219	0.016	0.047	0.047	0.094	0.031	0.313	0.047	0.031	0.141	0.078	0	0.125	0	0.016	0.266	0.094	0	0.063	0	0.219	0.031	0.016	0.031	0.078	0.078	0.297	0.109	0.047	0.125	0.063	0	0.094	0	0	0.250	0.047	0	0.032	0	0.333	0.016	0.016	0.016	0.079	0.016	0.238	0.048	0.032	0.159	0.032	0.016	0.048	0	0	0.302	0.111	0.016
57727014edc2cb3880bce964	Post Renaissance Art	Baroque	Francisco de Zurbaran	St. Apollonia	1636	https://use2-uploads6.wikiart.org/images/francisco-zurbaran/st-apollonia-1636.jpg	https://www.wikiart.org/en/francisco-de-zurbaran/st-apollonia-1636	https://www.wikiart.org/en/francisco-de-zurbaran	yes	face	1.70	0.100	0	0	0	0.100	0.100	0	0.200	0.400	0.300	0.200	0.100	0	0	0	0	0	0	0.700	0	0.111	0	0.111	0	0.111	0	0.111	0.222	0.667	0.222	0.111	0.333	0	0.111	0	0	0	0	0.333	0	0	0	0.200	0	0.100	0	0	0.100	0.100	0.200	0	0.100	0.100	0	0.100	0	0	0	0.700	0
57726f48edc2cb3880ba012f	Post Renaissance Art	Romanticism	Francisco Goya	Charles IV of Spain and his family	1800	https://use2-uploads6.wikiart.org/images/francisco-goya/charles-iv-of-spain-and-his-family-1800.jpg	https://www.wikiart.org/en/francisco-goya/charles-iv-of-spain-and-his-family-1800	https://www.wikiart.org/en/francisco-goya	yes	face	1.20	0	0	0.100	0.200	0	0	0	0.100	0.400	0	0.400	0.100	0	0	0	0	0	0.100	0.500	0	0	0	0.100	0.200	0	0	0	0.100	0.400	0	0.400	0.100	0	0	0	0	0	0.100	0.500	0	0	0	0.100	0.200	0	0	0	0.100	0.400	0	0.200	0.100	0	0	0	0	0	0.100	0.500	0
577271d3edc2cb3880c2e4cf	Post Renaissance Art	Romanticism	Orest Kiprensky	Portrait of Alexander Pushkin	1827	https://use2-uploads2.wikiart.org/images/orest-kiprensky/portrait-of-alexander-pushkin-1827.jpg	https://www.wikiart.org/en/orest-kiprensky/portrait-of-alexander-pushkin-1827	https://www.wikiart.org/en/orest-kiprensky	yes	face	1.60	0.200	0	0.100	0.100	0	0	0.100	0.100	0.200	0.100	0.200	0.300	0	0	0	0	0	0	0.500	0	0.100	0	0.300	0	0	0	0.100	0.100	0.300	0.200	0.100	0	0.100	0	0	0.100	0	0	0.500	0	0.100	0	0.300	0	0	0	0.100	0.100	0.300	0.100	0.100	0.200	0	0	0	0	0	0	0.400	0.100
577284e7edc2cb3880ff375a	Modern Art	Post-Impressionism	Roger Fry	View on the Cote d&#39;Azur, Menton	1916	https://use2-uploads6.wikiart.org/images/roger-fry/view-on-the-cote-d-azur-menton-1916.jpg	https://www.wikiart.org/en/roger-fry/view-on-the-cote-d-azur-menton-1916	https://www.wikiart.org/en/roger-fry	yes	none	1.36	0	0	0.273	0	0	0	0	0	0.545	0.182	0	0.273	0	0	0	0	0	0.182	0	0	0	0	0.273	0	0	0	0	0	0.364	0.182	0	0.182	0	0	0	0	0	0.182	0	0.091	0	0	0.364	0	0	0	0	0	0.545	0.182	0	0.182	0	0	0	0	0	0	0.091	0
